geo,timeQuarter,yPred,model
RO,2025Q4,5.789016399603621,ENS_M0_plus_MB_Ridge_weighted
RS,2025Q1,5.690496189374304,ENS_M0_plus_MB_Ridge_weighted
RS,2025Q2,5.690496189374304,ENS_M0_plus_MB_Ridge_weighted
RS,2025Q3,5.690496189374304,ENS_M0_plus_MB_Ridge_weighted
RS,2025Q4,5.690496189374304,ENS_M0_plus_MB_Ridge_weighted
SE,2025Q1,1.7902881059977995,ENS_M0_plus_MB_Ridge_weighted
SE,2025Q2,1.7902881059977995,ENS_M0_plus_MB_Ridge_weighted
SE,2025Q3,1.7902881059977995,ENS_M0_plus_MB_Ridge_weighted
SE,2025Q4,1.7902881059977995,ENS_M0_plus_MB_Ridge_weighted
SI,2025Q1,1.255111385295888,ENS_M0_plus_MB_Ridge_weighted
SI,2025Q2,1.255111385295888,ENS_M0_plus_MB_Ridge_weighted
SI,2025Q3,1.255111385295888,ENS_M0_plus_MB_Ridge_weighted
SI,2025Q4,1.255111385295888,ENS_M0_plus_MB_Ridge_weighted
SK,2025Q1,4.035008000324672,ENS_M0_plus_MB_Ridge_weighted
SK,2025Q2,4.035008000324672,ENS_M0_plus_MB_Ridge_weighted
SK,2025Q3,4.035008000324672,ENS_M0_plus_MB_Ridge_weighted
SK,2025Q4,4.035008000324672,ENS_M0_plus_MB_Ridge_weighted
